action_type,role,ability_code,samples,log_coefficient,multiplier
MELEE_ATTACK,actor,layhands,56,0.044397373,1.045397686
MELEE_ATTACK,actor,leap6,62,0.020552149,1.020764799
MELEE_ATTACK,actor,lifedrain,473,0.122662398,1.130502696
MELEE_ATTACK,actor,lifeguardmembrane,26,-0.008193920,0.991839558
MELEE_ATTACK,actor,lighting_attack,161,0.051605433,1.052960197
MELEE_ATTACK,actor,lightningbreath,35,-0.007508446,0.992519672
MELEE_ATTACK,actor,liquidflamebreath,26,0.052176228,1.053561393
MELEE_ATTACK,actor,lizardbite,228,-0.016886129,0.983255642
MELEE_ATTACK,actor,lshield,369,-0.004643844,0.995366922
MELEE_ATTACK,actor,mag,104,0.035106538,1.035730047
MELEE_ATTACK,actor,magicproof25,59,-0.004171246,0.995837442
MELEE_ATTACK,actor,magicproof50,433,-0.010849374,0.989209268
MELEE_ATTACK,actor,magmashield,85,0.005887216,1.005904580
MELEE_ATTACK,actor,manadrain,406,0.058358147,1.060094597
MELEE_ATTACK,actor,manaleech,36,-0.004337720,0.995671674
MELEE_ATTACK,actor,maneuver,82,0.042662477,1.043585601
MELEE_ATTACK,actor,maniaclaughter,32,-0.010786697,0.989271270
MELEE_ATTACK,actor,markoffire,25,-0.008147719,0.991885384
MELEE_ATTACK,actor,mechanical,23,-0.004124474,0.995884020
MELEE_ATTACK,actor,mightyslam,79,-0.022606924,0.977646698
MELEE_ATTACK,actor,nonshiftable,20,0.048984427,1.050203996
MELEE_ATTACK,actor,nopenalty,392,-0.018088304,0.982074307
MELEE_ATTACK,actor,norangepenalty,255,-0.052990351,0.948389163
MELEE_ATTACK,actor,noretalation,2124,0.025826928,1.026163333
MELEE_ATTACK,actor,orderofchief,54,-0.233027541,0.792131757
MELEE_ATTACK,actor,organicarmor,71,-0.050005436,0.951224254
MELEE_ATTACK,actor,packhunter,23,-0.018428587,0.981740181
MELEE_ATTACK,actor,packpower,36,-0.004691006,0.995319979
MELEE_ATTACK,actor,packraid,36,-0.004691006,0.995319979
MELEE_ATTACK,actor,painmirror,47,0.000380242,1.000380314
MELEE_ATTACK,actor,pawstrike,239,0.001799628,1.001801248
MELEE_ATTACK,actor,piercingbolt,47,-0.030146163,0.970303701
MELEE_ATTACK,actor,pirate,764,0.057031228,1.058688871
MELEE_ATTACK,actor,pleasureinpain,22,0.006574914,1.006596576
MELEE_ATTACK,actor,poisonattack,52,-0.033906375,0.966662004
MELEE_ATTACK,actor,powerstrike,336,0.063093508,1.065126432
MELEE_ATTACK,actor,prismaticbreath,80,0.038540096,1.039292399
MELEE_ATTACK,actor,proliferation,21,0.036133560,1.036794312
MELEE_ATTACK,actor,purge,72,-0.036758790,0.963908612
MELEE_ATTACK,actor,pyromancer,67,-0.037938258,0.962772383
MELEE_ATTACK,actor,rageagainsttheliving,33,-0.013597326,0.986494700
MELEE_ATTACK,actor,rageoftheforest,49,-0.001150047,0.998850614
MELEE_ATTACK,actor,ragingblood,728,0.022280150,1.022530206
MELEE_ATTACK,actor,rangepenalty,106,-0.011022621,0.989037906
MELEE_ATTACK,actor,regeneration,112,0.088792228,1.092853569
MELEE_ATTACK,actor,resistanttocurses,31,-0.001490995,0.998510116
MELEE_ATTACK,actor,resurrection,52,0.090689600,1.094929086
MELEE_ATTACK,actor,retractablespikes,38,0.037730610,1.038451447
MELEE_ATTACK,actor,ridercharge,209,-0.023559142,0.976716208
MELEE_ATTACK,actor,rushdave,43,0.009738733,1.009786308
MELEE_ATTACK,actor,sacrificegoblin,145,0.051078298,1.052405291
MELEE_ATTACK,actor,safeposition,23,-0.026431480,0.973914775
MELEE_ATTACK,actor,scavenger,20,-0.050551425,0.950705037
MELEE_ATTACK,actor,shieldbash,262,-0.037045131,0.963632645
MELEE_ATTACK,actor,shielded,175,-0.056455992,0.945108076
MELEE_ATTACK,actor,shieldguard,34,-0.018013696,0.982147581
MELEE_ATTACK,actor,shieldother,163,0.030661045,1.031135936
MELEE_ATTACK,actor,shieldwall,38,0.011638367,1.011706356
MELEE_ATTACK,actor,shootbash,59,0.049226539,1.050458293
MELEE_ATTACK,actor,shooter,1514,0.005266130,1.005280020
MELEE_ATTACK,actor,siegewalls,20,0.034984806,1.035603974
MELEE_ATTACK,actor,six_heads,53,-0.028077195,0.972313306
MELEE_ATTACK,actor,slam,151,-0.005509505,0.994505644
MELEE_ATTACK,actor,snakereflexes,23,-0.024152626,0.976136715
MELEE_ATTACK,actor,sorrowstrike,180,0.022947858,1.023213185
MELEE_ATTACK,actor,speedoflight,55,-0.029377789,0.971049543
MELEE_ATTACK,actor,spider,37,-0.032941968,0.967594709
MELEE_ATTACK,actor,spirit,460,-0.043075383,0.957839183
MELEE_ATTACK,actor,spiritbond,23,-0.009152810,0.990888949
MELEE_ATTACK,actor,spiritlink,24,0.009533052,1.009578637
MELEE_ATTACK,actor,spray,591,-0.072963275,0.929634970
MELEE_ATTACK,actor,stealammunition,204,0.052301445,1.053693326
MELEE_ATTACK,actor,stoning,53,-0.116208138,0.890289901
MELEE_ATTACK,actor,stormbolt,88,-0.026483090,0.973864512
MELEE_ATTACK,actor,stormstrike,91,0.007689162,1.007718800
MELEE_ATTACK,actor,strikeandreturn,1276,-0.015776154,0.984347638
MELEE_ATTACK,actor,sunsteed,26,0.022084914,1.022330591
MELEE_ATTACK,actor,swallowgoblin,87,-0.033548614,0.967007900
MELEE_ATTACK,actor,swiftattack,373,0.041107171,1.041963767
MELEE_ATTACK,actor,symbiosis,266,0.105836086,1.111639648
MELEE_ATTACK,actor,takeroots,56,0.025197378,1.025517515
MELEE_ATTACK,actor,tasteofblood,35,0.007812671,1.007843269
MELEE_ATTACK,actor,tasteofpain,67,0.022603780,1.022861181
MELEE_ATTACK,actor,taunt,37,0.043289398,1.044240052
MELEE_ATTACK,actor,teleport,775,0.047173233,1.048303594
MELEE_ATTACK,actor,threehead,29,0.001808512,1.001810148
MELEE_ATTACK,actor,torpor,175,-0.074659981,0.928058990
MELEE_ATTACK,actor,triplestrike,119,-0.040953444,0.959873816
MELEE_ATTACK,actor,twistedmind,83,0.041027958,1.041881234
MELEE_ATTACK,actor,undead,3357,-0.033614383,0.966944303
MELEE_ATTACK,actor,uretalation,404,-0.015188628,0.984926137
MELEE_ATTACK,actor,venom,92,0.033977265,1.034561086
MELEE_ATTACK,actor,viciousstrike,20,-0.014245619,0.985855370
MELEE_ATTACK,actor,voracious,30,-0.022233923,0.978011429
MELEE_ATTACK,actor,vulnerabilitytoair,501,-0.005174901,0.994838465
MELEE_ATTACK,actor,vulnerabilitytolight,916,0.044198918,1.045190242
MELEE_ATTACK,actor,vulnerabletoshadowmagic,51,-0.016855232,0.983286023
MELEE_ATTACK,actor,wailofthenetherworld,229,0.035526695,1.036165309
MELEE_ATTACK,actor,wardingarrows,50,0.049779811,1.051039644
MELEE_ATTACK,actor,warfury,29,0.002577564,1.002580889
MELEE_ATTACK,actor,waterflowsfreely,124,0.018999697,1.019181340
MELEE_ATTACK,actor,waterproof25,44,-0.022912551,0.977347948
MELEE_ATTACK,actor,waterproof50,513,-0.002524325,0.997478858
MELEE_ATTACK,actor,weakeningstrike,230,0.003482825,1.003488898
MELEE_ATTACK,actor,webbingspears,84,-0.027233212,0.973134268
MELEE_ATTACK,actor,wheelingattack,82,0.011132972,1.011195174
MELEE_ATTACK,actor,whipstrike,108,0.047753086,1.048911633
MELEE_ATTACK,target,acid_breath,143,-0.007602928,0.992425901
MELEE_ATTACK,target,agilesteed,47,0.046401770,1.047495178
MELEE_ATTACK,target,agility,48,-0.026935680,0.973423850
MELEE_ATTACK,target,alive,10747,-0.065567280,0.936536035
MELEE_ATTACK,target,allaroundslash,33,-0.016061294,0.984067000
MELEE_ATTACK,target,allslash,32,-0.011814235,0.988255279
MELEE_ATTACK,target,amphibian,587,-0.081750347,0.921501986
MELEE_ATTACK,target,armorpiercing,134,-0.115039262,0.891331148
MELEE_ATTACK,target,armoured,235,-0.031900168,0.968603275
MELEE_ATTACK,target,assault,145,-0.184089126,0.831861660
MELEE_ATTACK,target,attentive,49,0.078709545,1.081890037
MELEE_ATTACK,target,auraofairvul,56,-0.012575940,0.987502806
MELEE_ATTACK,target,auraofbravery,22,-0.054361970,0.947089227
MELEE_ATTACK,target,auraofdarkresistance,30,0.001035965,1.001036502
MELEE_ATTACK,target,auraoffirevul,60,0.000880193,1.000880581
MELEE_ATTACK,target,auraofres,126,-0.045370291,0.955643550
MELEE_ATTACK,target,auraofwatervul,56,-0.012575940,0.987502806
MELEE_ATTACK,target,balefulgaze,164,0.008809569,1.008848487
MELEE_ATTACK,target,battledive,65,-0.034746843,0.965849897
MELEE_ATTACK,target,battlefrenzy,58,-0.071271117,0.931209392
MELEE_ATTACK,target,battlethirst,28,0.019930564,1.020130503
MELEE_ATTACK,target,bearroar,36,-0.029077447,0.971341234
MELEE_ATTACK,target,berserkerrage,63,0.129966164,1.138789851
MELEE_ATTACK,target,big,6264,-0.018242166,0.981923215
MELEE_ATTACK,target,bladeofhatred,62,0.035672694,1.036316598
MELEE_ATTACK,target,bladeofjudgment,27,-0.050646478,0.950614674
MELEE_ATTACK,target,blindedbyrage,62,0.035672694,1.036316598
MELEE_ATTACK,target,blinding_attack,259,0.004149798,1.004158420
MELEE_ATTACK,target,blindingcharge,26,-0.025878517,0.974453462
MELEE_ATTACK,target,bloodfrenzy,61,0.029009002,1.029433861
MELEE_ATTACK,target,bloodlust,479,0.140809513,1.151205337
MELEE_ATTACK,target,boundlesshate,23,-0.019880840,0.980315481
MELEE_ATTACK,target,bravery,142,-0.000293469,0.999706574
MELEE_ATTACK,target,brittle,59,0.085372553,1.089122747
MELEE_ATTACK,target,burningfootsteps,152,0.052376559,1.053772476
MELEE_ATTACK,target,burningrage,23,0.010703022,1.010760504
MELEE_ATTACK,target,burstofenergy,64,0.043904604,1.044882672
MELEE_ATTACK,target,carrier,302,-0.088966801,0.914875946
MELEE_ATTACK,target,caster,1292,-0.009913418,0.990135558
MELEE_ATTACK,target,challenge,114,0.002297238,1.002299879
MELEE_ATTACK,target,championcharge,84,-0.072595994,0.929976470
MELEE_ATTACK,target,charge,41,-0.011936125,0.988134828
MELEE_ATTACK,target,childofthelight,205,0.037136415,1.037834587
MELEE_ATTACK,target,cleansinglight,35,-0.066533074,0.935631970
MELEE_ATTACK,target,cleave,207,-0.106974119,0.898548928
MELEE_ATTACK,target,confusionstrike,125,0.066966419,1.069259570
MELEE_ATTACK,target,cowardice,25,0.026757271,1.027118461
MELEE_ATTACK,target,crashingleap,52,-0.028215526,0.972178814
MELEE_ATTACK,target,cripplingtraps,105,0.043872904,1.044849551
MELEE_ATTACK,target,cripplingwound,268,0.010803524,1.010862093
MELEE_ATTACK,target,crossfire,54,0.020665066,1.020880067
MELEE_ATTACK,target,crushblow,89,0.118150231,1.125413171
MELEE_ATTACK,target,cursingattack,300,-0.078906397,0.924126422
MELEE_ATTACK,target,damtodefence,73,-0.272116937,0.761765177
MELEE_ATTACK,target,dancecombo,85,-0.067874325,0.934377894
MELEE_ATTACK,target,darkattack,46,-0.147536366,0.862831060
MELEE_ATTACK,target,deadflesh,21,-0.032936128,0.967600360
MELEE_ATTACK,target,deathattack,59,0.027590035,1.027974165
MELEE_ATTACK,target,deathcloud,100,-0.031890093,0.968613033
MELEE_ATTACK,target,deathstare,208,-0.127437278,0.880348632
MELEE_ATTACK,target,deathwail,96,-0.014796765,0.985312169
MELEE_ATTACK,target,defender,42,-0.067226199,0.934983685
MELEE_ATTACK,target,defiledcreature,54,0.010680370,1.010737608
MELEE_ATTACK,target,demon_resurrection,47,0.053127741,1.054564347
MELEE_ATTACK,target,demonic,343,0.110983874,1.117376888
MELEE_ATTACK,target,demoniclineage,336,0.021627380,1.021862947
MELEE_ATTACK,target,doublestrike,218,-0.159936503,0.852197899
MELEE_ATTACK,target,dragoncurse,30,0.014455618,1.014560606
MELEE_ATTACK,target,dualforms,164,0.008809569,1.008848487
MELEE_ATTACK,target,eaterofdarkness,62,-0.015814548,0.984309845
MELEE_ATTACK,target,eateroflight,90,0.012944459,1.013028601
MELEE_ATTACK,target,eclipse,217,0.084024879,1.087655953
MELEE_ATTACK,target,elemental,641,0.127130238,1.135564902
MELEE_ATTACK,target,enchantedarmor,20,0.050182231,1.051462688
MELEE_ATTACK,target,endurance,69,0.019112264,1.019296072
MELEE_ATTACK,target,enraged,1488,0.017580090,1.017735530
MELEE_ATTACK,target,entrenchment,50,-0.101007904,0.903925888
MELEE_ATTACK,target,entroots,265,-0.050270821,0.950971847
MELEE_ATTACK,target,evileye,33,-0.098122164,0.906538151
MELEE_ATTACK,target,explodingspikes,41,0.011536545,1.011603347
MELEE_ATTACK,target,eyeofgluttony,78,0.033096348,1.033650124
MELEE_ATTACK,target,eyesofthemedusa,39,0.004473389,1.004483409
MELEE_ATTACK,target,fearattack,138,-0.018400494,0.981767762
MELEE_ATTACK,target,feralcharge,38,0.001713236,1.001714704
MELEE_ATTACK,target,ferociouswound,279,0.051890471,1.053260373
MELEE_ATTACK,target,festeringaura,154,0.033164199,1.033720261
MELEE_ATTACK,target,fierceretaliation,20,0.016603208,1.016741807
MELEE_ATTACK,target,fire_breath,221,-0.049300293,0.951895239
MELEE_ATTACK,target,fireattack,178,-0.000893214,0.999107185
MELEE_ATTACK,target,fireproof25,468,0.120145972,1.127661447
MELEE_ATTACK,target,fireproof50,163,0.027938048,1.028331975
MELEE_ATTACK,target,fireprskin,533,0.041166662,1.042025758
MELEE_ATTACK,target,fireshield,74,-0.056997018,0.944596886
MELEE_ATTACK,target,flyer,3868,-0.034157979,0.966418819
MELEE_ATTACK,target,forbiddenspell,24,-0.004149299,0.995859298
MELEE_ATTACK,target,forcearrow,36,0.054232188,1.055729701
MELEE_ATTACK,target,fourwaves,61,0.017412188,1.017564663
MELEE_ATTACK,target,frightful_aura,209,-0.013168436,0.986917888
MELEE_ATTACK,target,frozencaress,31,-0.014207412,0.985893037
MELEE_ATTACK,target,frozentouch,61,0.039193570,1.039971772
MELEE_ATTACK,target,giantkiller,216,0.008573427,1.008610284
MELEE_ATTACK,target,goblinthrower,122,0.020028067,1.020229975
MELEE_ATTACK,target,hailstormaura,65,0.002577831,1.002581157
MELEE_ATTACK,target,harmtouch,155,-0.199481758,0.819155164
MELEE_ATTACK,target,hatefulretaliation,62,0.035672694,1.036316598
MELEE_ATTACK,target,heal5,43,-0.100590977,0.904302838
MELEE_ATTACK,target,heavystep,96,0.057271976,1.058943778
MELEE_ATTACK,target,hexingattack,115,0.032247556,1.032773143
MELEE_ATTACK,target,hidden,817,-0.076850810,0.926027998
MELEE_ATTACK,target,holdground,45,-0.004675782,0.995335132
MELEE_ATTACK,target,hollowbones,520,-0.006388238,0.993632123
MELEE_ATTACK,target,iair,47,0.037814430,1.038538493
MELEE_ATTACK,target,iblind,161,-0.007995212,0.992036665
MELEE_ATTACK,target,icedbreath,80,-0.030315625,0.970139285
MELEE_ATTACK,target,icold,212,0.112774663,1.119379666
MELEE_ATTACK,target,iearth,295,0.046791515,1.047903514
MELEE_ATTACK,target,ifire,489,-0.079210609,0.923845334
MELEE_ATTACK,target,ifrenzy,62,0.017397147,1.017549359
MELEE_ATTACK,target,ignoreattack20,25,-0.024377456,0.975917274
MELEE_ATTACK,target,ignoreattack40,28,-0.070400098,0.932020846
MELEE_ATTACK,target,ignoredefence10,45,0.001303164,1.001304014
MELEE_ATTACK,target,ignoredefence15,34,0.052593332,1.054000930
MELEE_ATTACK,target,ignoredefence20,310,-0.070775707,0.931670836
MELEE_ATTACK,target,ignoredefence25,56,0.012905067,1.012988697
MELEE_ATTACK,target,ignoredefence30,72,-0.051289423,0.950003677
MELEE_ATTACK,target,ignoredefence40,181,-0.147241434,0.863085574
MELEE_ATTACK,target,ignoredefence60,49,0.024608796,1.024914092
MELEE_ATTACK,target,ilighting,241,0.007964085,1.007995883
MELEE_ATTACK,target,imind,233,0.068013750,1.070380026
MELEE_ATTACK,target,immaterial,226,0.044755654,1.045772299
MELEE_ATTACK,target,immunetoweakness,76,0.008189716,1.008223344
MELEE_ATTACK,target,immunity,102,0.032273336,1.032799768
MELEE_ATTACK,target,impervioustopain,74,0.023429465,1.023706091
MELEE_ATTACK,target,incorporeal,156,-0.045150084,0.955854013
MELEE_ATTACK,target,invisibility,41,0.015745782,1.015870400
MELEE_ATTACK,target,islow,174,0.064562179,1.066691902
MELEE_ATTACK,target,jousting,172,0.003027342,1.003031929
MELEE_ATTACK,target,layhands,62,0.017397147,1.017549359
MELEE_ATTACK,target,leap6,32,-0.020781493,0.979432954
MELEE_ATTACK,target,lifedrain,492,-0.171552685,0.842355887
MELEE_ATTACK,target,lifeguardmembrane,33,-0.044885561,0.956106892
MELEE_ATTACK,target,lighting_attack,62,0.023194336,1.023465416
MELEE_ATTACK,target,lizardbite,107,0.102723158,1.108184575
MELEE_ATTACK,target,lshield,421,0.064933247,1.067087790
MELEE_ATTACK,target,mag,313,0.014210691,1.014312143
MELEE_ATTACK,target,magicattack,48,-0.001057388,0.998943171
MELEE_ATTACK,target,magicproof20,39,0.028867438,1.029288141
MELEE_ATTACK,target,magicproof25,111,0.013875140,1.013971847
MELEE_ATTACK,target,magicproof50,443,0.121732750,1.129452215
MELEE_ATTACK,target,magmashield,61,-0.044779412,0.956208387
MELEE_ATTACK,target,magnetism,20,0.050182231,1.051462688
MELEE_ATTACK,target,manadrain,108,-0.091972194,0.912130512
MELEE_ATTACK,target,manafeed,28,-0.003990896,0.996017057
MELEE_ATTACK,target,manaleech,94,0.096172354,1.100948801
MELEE_ATTACK,target,maneuver,195,-0.101185161,0.903765675
MELEE_ATTACK,target,maniaclaughter,67,-0.015367318,0.984750157
MELEE_ATTACK,target,markoffire,86,0.062663599,1.064668623
MELEE_ATTACK,target,mechanical,245,0.008315044,1.008349710
MELEE_ATTACK,target,menacinglook,22,-0.046576658,0.954491389
MELEE_ATTACK,target,mightyslam,171,0.002659469,1.002663008
MELEE_ATTACK,target,mobileshooter,36,-0.007924711,0.992106606
MELEE_ATTACK,target,moraler,32,0.050153533,1.051432514
MELEE_ATTACK,target,nonshiftable,28,0.044903013,1.045926414
MELEE_ATTACK,target,nopenalty,625,0.000172753,1.000172768
MELEE_ATTACK,target,norangepenalty,687,0.061889744,1.063845043
MELEE_ATTACK,target,noretalation,1066,-0.005902741,0.994114646
MELEE_ATTACK,target,noselfret,183,-0.003532121,0.996474110
MELEE_ATTACK,target,organicarmor,92,-0.055577775,0.945938450
MELEE_ATTACK,target,packboss,52,0.037802800,1.038526415
MELEE_ATTACK,target,packhunter,45,0.045641203,1.046698791
MELEE_ATTACK,target,packpower,110,0.072062131,1.074722116
MELEE_ATTACK,target,packraid,110,0.072062131,1.074722116
MELEE_ATTACK,target,painmirror,46,-0.071036079,0.931428287
MELEE_ATTACK,target,paralyzing,23,0.001900416,1.001902222
MELEE_ATTACK,target,patience,29,0.040743541,1.041584948
MELEE_ATTACK,target,pawstrike,126,0.039227974,1.040007551
MELEE_ATTACK,target,piercingbolt,76,-0.074842474,0.927889641
MELEE_ATTACK,target,pirate,667,-0.039964697,0.960823358
MELEE_ATTACK,target,pleasureinpain,48,-0.057953803,0.943693542
MELEE_ATTACK,target,poisonattack,119,-0.023967598,0.976317344
MELEE_ATTACK,target,portal,122,0.023704921,1.023988116
MELEE_ATTACK,target,powerfulrecoil,20,0.008354437,1.008389433
MELEE_ATTACK,target,powerstrike,148,-0.179287725,0.835865365
MELEE_ATTACK,target,preciseshot,45,0.017865083,1.018025618
MELEE_ATTACK,target,prismaticbreath,37,-0.011555427,0.988511080
MELEE_ATTACK,target,proliferation,47,0.042263464,1.043169280
