ability_id,code,samples,coefficient
4043768160,eaterofdarkness,441,-0.0011081735116001792
792595297,eateroflight,570,-0.0020395743628594987
3097515518,eclipse,430,4.5254129308442186e-05
1010774474,elemental,4039,0.0008620539947966465
3230102754,enchantedarmor,78,-0.0001226767186011405
3980462502,endurance,689,-0.00031740348605531086
3106511444,energychannel,131,-0.0002557313239368071
3418675989,enraged,17492,-0.04118498863967123
100188900,entrenchment,213,-0.0009422684867924707
1371576935,entroots,5422,-0.01754815593291017
1665321496,evileye,442,0.0023680852031402427
2757393894,explodingspikes,596,-0.0009081583893436252
1675583761,eyeofgluttony,1031,0.0038571351935101123
2804223612,eyesofthemedusa,650,-0.001618834043016622
3986489711,fearattack,1197,-0.0018835180543330659
3429790271,feralcharge,375,-0.00027018782385788265
1908720239,ferociouswound,3995,-0.004199144230096091
2339956315,festeringaura,1577,-0.0031230854303335395
1011864507,fierceretaliation,555,0.002292356462269447
1830970580,fire_breath,3325,-0.0013108189062180843
4122227553,fireattack,2423,-0.0012448360854888734
2945385176,fireproof25,1074,0.001440099824358318
2860364248,fireproof50,304,-0.0002474148636368145
2252159050,fireprskin,2118,0.02192453562506221
16487548,fireshield,1769,0.00040279645037289216
3653296507,firewallshooter,69,-1.4910154807602809e-05
3464367009,firstshot,196,-4.507629634729073e-05
167778586,flamestrike,441,4.4244495257471886e-05
4230544161,flamewave,441,4.4244495257471886e-05
67400405,flyer,22793,-0.017274146883893938
906575436,forbiddenspell,193,-0.0003511193883888658
1117383717,forcearrow,2487,0.0005294571589690504
646697541,fourwaves,758,0.003381119962108475
1271578069,freezingshot,98,-0.00015191546761999784
176500674,frightful_aura,2190,-0.006007571591882078
1115499600,frozencaress,563,9.024566244238086e-05
3957486794,frozentouch,761,0.004146298879712201
3950043109,giantkiller,2222,-0.001545883808422018
1852507577,goblinthrower,1173,0.0029580744289257155
2042835215,gribbomb,139,-0.0006996664750204114
1600631019,hailstormaura,668,0.0018779348370117658
1113813550,harmtouch,2156,0.0002196068371688888
2214775874,harpoonstrike,502,0.00011818245231841519
2530505866,hatefulretaliation,708,7.219923207782074e-05
1641428266,heal5,330,0.0028865036309258926
1624650647,heal6,275,0.0002913663276367327
3894280194,heavystep,230,-0.0009798479155245599
1307244642,hexingattack,991,0.00227512835977356
4128829753,hidden,2872,-0.000837626777921846
3037085555,holdground,253,-0.00016525802676442222
2574783457,hollowbones,3436,0.0009239511627882674
4052522160,iair,392,-0.0009216796424361352
1059089875,iblind,2424,-0.0019149769529066192
795195454,icedbreath,1473,0.003022290641736888
250089078,icold,1227,-0.00014189915234603796
1758341920,iearth,2307,-0.003832394343434409
3651557544,ifire,6211,0.0020232830845522214
1584319202,ifrenzy,587,-0.0002602524175872921
2973282433,ignoreattack20,445,0.0015620200143243359
3041378647,ignoreattack40,448,0.0008415615398907359
2260520888,ignoredefence10,252,-0.0006257400075341587
2344408983,ignoredefence15,299,-0.0001954178075862434
4173610739,ignoredefence20,3453,-0.0033617487548269266
4223943596,ignoredefence25,655,-0.0003295049082053247
2462146506,ignoredefence30,1421,-0.004795304266243653
80269061,ignoredefence40,3162,-0.005056293733502371
4274423548,ignoredefence50,199,-0.0007601658554154065
2429429911,ignoredefence60,1539,-0.0003913250664231582
1861252832,ilighting,1485,0.0032616218913205956
1194077332,imind,2452,-0.0005807042891629459
111001938,immaterial,1911,-0.000254397489729609
1996858014,immunetoweakness,1168,-0.00022229349971308928
1713374871,immunity,1518,-0.0006786464565086623
3492637061,impervioustopain,1150,0.004250753165503776
1394307025,incinerate,338,8.03187117991239e-05
2355935035,incorporeal,4324,-0.011712424245263852
3891120878,invisibility,1011,0.0010474545399471605
4019827025,islow,1991,-0.00600920130003269
697908594,jousting,1660,-0.00017211441580696908
1565158729,layhands,587,-0.0002602524175872921
273197747,leap,260,0.00014175562856513581
660893535,leap6,484,-0.0005463933622213476
406688247,lifedrain,3401,0.00015729925807289713
2683136385,lifeguardmembrane,513,0.0003138880014289087
1194501870,lighting_attack,1578,0.001500765892255645
4135954951,lightningbreath,487,0.0008138357829154282
3889975280,lighttheft,118,-9.257821035759437e-05
1548348682,liquidflamebreath,440,-0.00013066454882820308
3888369907,lizardbite,2714,0.00017781397851224522
3599035170,lshield,4107,-0.011365610165236104
2328072797,madshot,124,-3.701918269623828e-05
4037216884,mag,7892,0.0026258468813277797
3292368904,magicattack,526,-0.0013391205500496667
183346239,magicmine,293,-0.00032792845487092734
45033811,magicproof10,101,-0.0002671449688125504
2426911256,magicproof20,217,-0.0005983404954714986
2510799351,magicproof25,1014,-0.00159654252999832
2495007470,magicproof40,99,-0.00012760304737806835
2595820279,magicproof50,3572,-0.0004422436783656969
2054882979,magmashield,915,-0.0012512237980406519
3231420778,magnetism,78,-0.0001226767186011405
1494735018,manacurser,240,0.00022448180474249693
496427704,manadrain,3037,-0.012792713704621154
350440535,manaeater,43,-4.925154742442609e-05
3273432050,manafeed,3206,0.0016266478376375905
4101454259,manaleech,1461,0.0029295058719618953
60838358,manastealer,120,4.818868502144199e-05
1869368502,maneuver,2204,-0.004433326768367987
3655556722,maniaclaughter,725,0.0035805518956194423
3845000677,markoffire,1938,0.001217935307785108
3701607922,mechanical,2071,0.002279454659408012
4078531002,menacinglook,190,-0.005682842193156904
782454662,mightyslam,1701,0.0020280360361853815
1035969365,mobileshooter,752,0.0005793632541161712
1404966839,moraler,428,-7.4066734697139e-05
2430009902,morecruelty,62,-0.000123735487695402
2849121180,netshooter,30,-1.7377063411643002e-05
2552246656,netshooterlight,40,-4.040640990998258e-05
1325065232,nonshiftable,402,0.0009780017436822018
3420412055,nopenalty,10791,-0.0053856248240586185
2196185760,norangepenalty,10318,0.02974452081065157
1379533033,noretalation,12653,-0.00013665954491803064
1588051915,noselfret,1805,-0.001398514886925239
1505242890,omnipresentgaze,145,-0.0010741801358740378
3082404139,orderofchief,381,0.0006604214910449375
2431002037,organicarmor,714,0.00027512253504310144
2159989345,packboss,516,-0.0026881015818947503
1368539324,packdefence,154,-0.00013176097892686082
2006965922,packenrage,219,-0.002969958491051942
210071150,packhunter,390,-0.0003938473980093863
682265273,packpower,1082,-0.007119018981335472
315996912,packraid,1082,-0.007119018981335472
2347347950,packrevenge,163,-0.000476983386384684
3642873755,packwisdom,30,-7.330565749280542e-05
3432167282,painmirror,887,0.004769823519111884
707599606,paralyzing,385,-0.00011491374176066919
40209030,patience,196,-0.0012064068398442305
2887662221,pawstrike,2083,1.3965043673693848e-05
2369447438,perseverance,221,-2.6359237109874466e-05
818299305,piercingbolt,1676,0.01983923808614568
3026372832,pirate,3593,0.026213072344809345
3794297053,pleasureinpain,1148,0.0013745939242929739
3092031241,poisonattack,1257,-0.0009611253231201344
353131915,portal,859,-0.0015276602326186504
1506458051,powerfulrecoil,276,-9.645873368380074e-05
2083325212,powerstrike,3767,-0.001728125194627857
667354010,preciseshot,961,0.0008922849292478067
4124703765,prismaticbreath,720,-0.00010044008988193818
1442065589,proliferation,952,0.0023070089646382683
1626471940,purge,1264,-0.0027836086575553894
1212503018,pygmykiller,327,0.000987985387292239
1608520283,pyromancer,679,-0.0004534403784919122
3511553011,rageagainsttheliving,437,5.88726620576641e-05
2645649997,rageoftheforest,1219,-0.004175963931095277
915498833,ragingblood,1816,0.0024011996827400252
2135299822,random_blessing,53,0.00017334020610047294
3606092906,randomcasterd,53,0.00017334020610047294
163581660,rangedretaliation,327,-0.0005833884597213576
1909037775,rangepenalty,1354,0.0024924687353624075
887361475,raptureinagony,1011,0.00019733903238077893
599042684,rebirth25,75,-4.290726985584636e-05
649522636,rebirth50,179,-0.00026976380672144037
1816987862,regeneration,1798,0.0005860529122754261
4273381350,resistanttocurses,301,-0.00020553423481811488
1966801462,resurrection,525,-0.0004236508610055964
550417429,retractablespikes,667,0.004547641721069789
3641144791,ridercharge,2476,0.0002374874770551906
2309032048,runaway,253,-0.0001892155147952505
3202765793,rushdave,990,-0.0014155223147665908
2920039777,sacredweapon,80,-0.0005136000669221982
2377085669,sacrificegoblin,1313,0.0025391779073058807
458315755,safeposition,601,-0.0012934449948243708
982090474,scarablarvae,80,-4.259529442204563e-05
434388999,scarablarvaeup,237,0.00020622377284167822
2500167329,scattershot,360,-5.597513827323592e-05
2354801659,scavenger,278,-0.0006414619494803581
367340517,searingaura,118,6.011662118765175e-05
1443060943,selfbomb,71,0.002710329920277501
867841781,setsnares,40,2.463151348981263e-05
3465531449,shadowattack,229,-0.00015058811770030667
254719310,shieldbash,3688,-0.010722587819693277
2533417393,shielded,3827,0.007214254799319513
2062676501,shieldguard,715,0.009517438105279243
2934136738,shieldother,1478,-0.004062724542905444
2730951492,shieldwall,465,-0.0012903994391613985
2169441806,shootbash,2287,-0.002319365476877065
3733667271,shooter,25025,0.03288597515063
1086286306,shootonly,1805,-0.001398514886925239
3962776753,siegewalls,1568,0.000766072313365919
2660897719,six_heads,1086,0.0005760461836506207
1940149940,slam,1532,0.013524896291124603
2409362801,snakereflexes,444,-0.0005935320219169538
3488926642,songtimes,77,-1.054935311895801e-05
3696751218,sorcererslayer,73,-0.0006115576369695633
3621209207,sorrowstrike,995,0.001369934586961669
3872240405,spectrecold,32,-1.409348614005428e-05
3575864363,speedoflight,614,-0.0012167163669212055
1763204872,spider,721,-0.000364135752064825
3325022696,spirit,3765,0.0038212545857891096
3583799049,spiritbond,451,0.00022268798054917208
2893303736,spiritlink,493,0.004547135538562712
999704682,spray,4612,-0.000678879735651202
3146817030,statix,2402,-0.0022039122183422316
3443838355,stealammunition,1096,0.0013343722564506128
3357104378,stone,341,-0.0007178103843378513
83914847,stonegarden,152,-0.00026553994998181665
904039197,stoning,345,-0.0005373888710244019
3588878545,stormbolt,944,0.0006719830517537173
3665111373,stormcaller,97,-0.00025102959268155205
2139848908,stormstrike,975,0.0006968691174133885
412307598,strikeandreturn,5612,0.007103334747731669
1162211515,strikewithoutwarning,199,-0.0001393772637012015
3668730177,summonpitlords,180,-0.0017036105969371617
2120212528,sunsteed,365,0.0006168057865276465
870939855,swallowgoblin,1201,0.0029570420567977215
1092599556,swiftattack,2151,0.005454993616571608
2313717076,swiftdash,102,-3.111257090176932e-05
3045542303,symbiosis,2379,-0.0009418313730909489
973044163,takeroots,2537,-0.009671356121869404
452400815,tasteofblood,940,0.0019915186147935115
2957278354,tasteofdarkness,123,-6.614518124435047e-05
2779825981,tasteofpain,986,0.003639483331726159
3164374115,taunt,572,0.002490439833773545
3289626814,teleport,6784,-0.0026187081218809207
1760291292,teleportother,140,4.848108238870916e-05
957153465,threehead,695,-0.0015038808400848634
3654232171,torpor,1416,0.0004071450734217962
545477270,trapexpert,48,-4.027620805369258e-05
3790772767,triplestrike,1526,0.0013264073788325933
2685539149,twistedmind,1395,0.009495272796061657
1770511744,undead,8157,-0.02331115964368581
3735942199,undeadkiller,203,0.0001153599652103487
4174746585,unprotectedtarget,277,-0.00039899252675416544
2302307931,uretalation,4642,0.005452176536179585
2678690826,venom,1161,-0.0005206636687926157
1084876075,viciousstrike,1232,-0.0007652033864550532
2708751777,vigilantscout,1132,-0.00040973309521427235
123166536,voracious,572,0.0024479843642826148
3479500452,vulnerabilitytoair,2389,0.020224706397996017
592515092,vulnerabilitytofire,307,-0.001133312411248114
4168439332,vulnerabilitytolight,4621,0.021086908847140356
3768612675,vulnerabletoshadowmagic,550,-0.001160447470990245
234089846,wailofthenetherworld,1687,-0.0001727637684994645
3985648207,wardingarrows,5079,0.00048806748230111865
1436051361,warfury,700,-0.0004912594103096959
33591792,waterflowsfreely,1038,0.002311915740522288
491028915,waterproof25,570,-0.0020395743628594987
440548963,waterproof50,2585,0.01901829955815179
3736284296,wavesofrenewal,1028,0.0009475235814607896
647150360,weakeningstrike,1936,-0.0014613611008912444
1942543773,webbingspears,1775,-0.00042176215785315135
211009592,wheelingattack,615,0.0002555847804022018
3610071014,wheeloffortune,252,-0.0006763487889809984
2055597041,whipstrike,2542,0.001201713465105174
1817317601,whirlwind,130,-0.001228397284984557
847890070,widesweep,516,-0.0026881015818947503
